Surplus Number,Qty,Description,Price,Public Date,Type,Category
155213 0019 41555,1,PAINTING,$50.00,null,Painting,Art and Performing Arts Equipment/Supply
155213 0018 41555,4,FRAMED PICTURE,$40.00,null,Print/Picture,Art and Performing Arts Equipment/Supply
156713 0014 41983,1,"CAMERA, CANON, HFR800",$100.00,null,Photography/Camera,Audio Visual
156844 0012 42321,1,"CAMERA, PANASONIC",$50.00,null,Photography/Camera,Audio Visual
157368 0016 42458,1,"PROJECTOR, 3M, MPRO 150",$40.00,9/18/2023,Projector/Screen,Audio Visual
158287 0053 42193,1,"PROJECTOR, EPSON",$100.00,null,Projector/Screen,Audio Visual
158287 0024 42193,1,"PROJECTOR, OPTIMA",$100.00,null,Projector/Screen,Audio Visual
156998 0009 42042,1,"TELEVISION, INSIGNIA, NS-L422-10A",$50.00,null,Television,Audio Visual
157739 0001 42212,1,"TELEVISION, RCA",$50.00,null,Television,Audio Visual
157379 0019 42333,1,"TELEVISION, SAMSUNG, LH52BPQLBC/ZA,",$50.00,9/27/2023,Television,Audio Visual
156597 0010 41945,1,"TELEVISION, SCEPTRE, X32BV, 829A3FP1AA0304",$50.00,null,Television,Audio Visual
158403 0020 42465,1,"TELEVISION, SEIKI, SF40FY27",$50.00,null,Television,Audio Visual
157379 0008 42333,1,"TELEVISION, SHARP, PN-E601, 0C006578",$75.00,9/27/2023,Television,Audio Visual
158403 0008 42465,3,COMPUTER,$50.00,null,CPU,Computer/IT/Telecommunication Equipment/Supply
156506 0140 41873,1,"COMPUTER, APPLE, IMAC, D253130GG7F",$100.00,null,CPU,Computer/IT/Telecommunication Equipment/Supply
156506 0007 41873,1,"COMPUTER, APPLE, IMAC, D25S312LGG7F",$100.00,null,CPU,Computer/IT/Telecommunication Equipment/Supply
156506 0005 41873,1,"COMPUTER, APPLE, IMAC, D25S3131GG7F",$100.00,null,CPU,Computer/IT/Telecommunication Equipment/Supply
156506 0128 41873,1,"COMPUTER, APPLE, IMAC, D25SL04EGG7D",$100.00,null,CPU,Computer/IT/Telecommunication Equipment/Supply
156807 0007 41884,1,"COMPUTER, CUSTOM",$50.00,null,CPU,Computer/IT/Telecommunication Equipment/Supply
156807 0032 41884,1,"COMPUTER, CUSTOM",$50.00,null,CPU,Computer/IT/Telecommunication Equipment/Supply
156807 0054 41884,1,"COMPUTER, CUSTOM",$50.00,null,CPU,Computer/IT/Telecommunication Equipment/Supply
156807 0057 41884,1,"COMPUTER, CUSTOM",$50.00,null,CPU,Computer/IT/Telecommunication Equipment/Supply
156807 0067 41884,1,"COMPUTER, CUSTOM",$50.00,null,CPU,Computer/IT/Telecommunication Equipment/Supply
156807 0069 41884,1,"COMPUTER, CUSTOM",$50.00,null,CPU,Computer/IT/Telecommunication Equipment/Supply
156807 0058 41884,1,"COMPUTER, DELL",$50.00,null,CPU,Computer/IT/Telecommunication Equipment/Supply
157181 0001 42229,1,"COMPUTER, DELL",$50.00,null,CPU,Computer/IT/Telecommunication Equipment/Supply
157181 0003 42229,1,"COMPUTER, DELL",$50.00,null,CPU,Computer/IT/Telecommunication Equipment/Supply
157181 0006 42229,1,"COMPUTER, DELL",$50.00,null,CPU,Computer/IT/Telecommunication Equipment/Supply
157181 0007 42229,1,"COMPUTER, DELL",$50.00,null,CPU,Computer/IT/Telecommunication Equipment/Supply
157181 0013 42229,1,"COMPUTER, DELL",$50.00,null,CPU,Computer/IT/Telecommunication Equipment/Supply
156946 0056 42028,1,"COMPUTER, DELL, BPCBXQ2",$100.00,null,CPU,Computer/IT/Telecommunication Equipment/Supply
156833 0001 42263,1,"COMPUTER, DELL, D11S",$50.00,null,CPU,Computer/IT/Telecommunication Equipment/Supply
157368 0005 42458,1,"COMPUTER, DELL, MINI PC",$100.00,9/18/2023,CPU,Computer/IT/Telecommunication Equipment/Supply
156832 0005 42265,1,"COMPUTER, DELL, OPTIPLEX 7050",$50.00,null,CPU,Computer/IT/Telecommunication Equipment/Supply
158427 0009 42469,1,"COMPUTER, DELL, OPTIPLEX 7050",$50.00,9/27/2023,CPU,Computer/IT/Telecommunication Equipment/Supply
158427 0010 42469,1,"COMPUTER, DELL, OPTIPLEX 7050",$50.00,9/27/2023,CPU,Computer/IT/Telecommunication Equipment/Supply
158427 0011 42469,1,"COMPUTER, DELL, OPTIPLEX 7050",$50.00,9/27/2023,CPU,Computer/IT/Telecommunication Equipment/Supply
158427 0012 42469,1,"COMPUTER, DELL, OPTIPLEX 7050",$50.00,9/27/2023,CPU,Computer/IT/Telecommunication Equipment/Supply
158427 0013 42469,1,"COMPUTER, DELL, OPTIPLEX 7050",$50.00,9/27/2023,CPU,Computer/IT/Telecommunication Equipment/Supply
158566 0047 42510,1,"COMPUTER, DELL, OPTIPLEX 7060 MFF, 1DDH7X2",$50.00,9/22/2023,CPU,Computer/IT/Telecommunication Equipment/Supply
158566 0033 42510,1,"COMPUTER, DELL, OPTIPLEX 7060 MFF, 1DGG7X2",$50.00,9/22/2023,CPU,Computer/IT/Telecommunication Equipment/Supply
158512 0020 42491,1,"COMPUTER, DELL, OPTIPLEX 7060 MFF, 2GKZDX2",$50.00,9/18/2023,CPU,Computer/IT/Telecommunication Equipment/Supply
158512 0023 42491,1,"COMPUTER, DELL, OPTIPLEX 7060 MFF, 2GXYDX2",$50.00,9/18/2023,CPU,Computer/IT/Telecommunication Equipment/Supply
158512 0022 42491,1,"COMPUTER, DELL, OPTIPLEX 7060 MFF, 2GYXDX2",$50.00,9/18/2023,CPU,Computer/IT/Telecommunication Equipment/Supply
158512 0018 42491,1,"COMPUTER, DELL, OPTIPLEX 7060 MFF, 2GZ0FX2",$50.00,9/18/2023,CPU,Computer/IT/Telecommunication Equipment/Supply
158512 0019 42491,1,"COMPUTER, DELL, OPTIPLEX 7060 MFF, 2H72FX2",$50.00,9/18/2023,CPU,Computer/IT/Telecommunication Equipment/Supply
158566 0038 42510,1,"COMPUTER, DELL, OPTIPLEX 7060 MFF, 3594FW2",$50.00,9/22/2023,CPU,Computer/IT/Telecommunication Equipment/Supply
158566 0032 42510,1,"COMPUTER, DELL, OPTIPLEX 7060 MFF, 35B4FW2",$50.00,9/22/2023,CPU,Computer/IT/Telecommunication Equipment/Supply
158566 0023 42510,1,"COMPUTER, DELL, OPTIPLEX 7060 MFF, 35C0FW2",$50.00,9/22/2023,CPU,Computer/IT/Telecommunication Equipment/Supply
158566 0030 42510,1,"COMPUTER, DELL, OPTIPLEX 7060 MFF, 35C2FW2",$50.00,9/22/2023,CPU,Computer/IT/Telecommunication Equipment/Supply
158566 0053 42510,1,"COMPUTER, DELL, OPTIPLEX 7060 MFF, 35CZDW2",$50.00,9/22/2023,CPU,Computer/IT/Telecommunication Equipment/Supply
158566 0026 42510,1,"COMPUTER, DELL, OPTIPLEX 7060 MFF, 35D0FW2",$50.00,9/22/2023,CPU,Computer/IT/Telecommunication Equipment/Supply
158566 0051 42510,1,"COMPUTER, DELL, OPTIPLEX 7060 MFF, 35D4FW2",$50.00,9/22/2023,CPU,Computer/IT/Telecommunication Equipment/Supply
158566 0024 42510,1,"COMPUTER, DELL, OPTIPLEX 7060 MFF, 35FZDW2",$50.00,9/22/2023,CPU,Computer/IT/Telecommunication Equipment/Supply
158566 0039 42510,1,"COMPUTER, DELL, OPTIPLEX 7060 MFF, 35G1FW2",$50.00,9/22/2023,CPU,Computer/IT/Telecommunication Equipment/Supply
158566 0054 42510,1,"COMPUTER, DELL, OPTIPLEX 7060 MFF, 35H2FW2",$50.00,9/22/2023,CPU,Computer/IT/Telecommunication Equipment/Supply
158566 0046 42510,1,"COMPUTER, DELL, OPTIPLEX 7060 MFF, 35J1FW2",$50.00,9/22/2023,CPU,Computer/IT/Telecommunication Equipment/Supply
158566 0037 42510,1,"COMPUTER, DELL, OPTIPLEX 7060 MFF, 35K0FW2",$50.00,9/22/2023,CPU,Computer/IT/Telecommunication Equipment/Supply
158566 0044 42510,1,"COMPUTER, DELL, OPTIPLEX 7060 MFF, 35K2FW2",$50.00,9/22/2023,CPU,Computer/IT/Telecommunication Equipment/Supply
158566 0035 42510,1,"COMPUTER, DELL, OPTIPLEX 7060 MFF, 3CKZDW2",$50.00,9/22/2023,CPU,Computer/IT/Telecommunication Equipment/Supply
158566 0036 42510,1,"COMPUTER, DELL, OPTIPLEX 7060 MFF, 3CL3FW2",$50.00,9/22/2023,CPU,Computer/IT/Telecommunication Equipment/Supply
158566 0042 42510,1,"COMPUTER, DELL, OPTIPLEX 7060 MFF, 3CM1FW2",$50.00,9/22/2023,CPU,Computer/IT/Telecommunication Equipment/Supply
158566 0028 42510,1,"COMPUTER, DELL, OPTIPLEX 7060 MFF, 3CN4FW2",$50.00,9/22/2023,CPU,Computer/IT/Telecommunication Equipment/Supply
158566 0057 42510,1,"COMPUTER, DELL, OPTIPLEX 7060 MFF, 3CPYDW2",$50.00,9/22/2023,CPU,Computer/IT/Telecommunication Equipment/Supply
158566 0043 42510,1,"COMPUTER, DELL, OPTIPLEX 7060 MFF, 3CQ0FW2",$50.00,9/22/2023,CPU,Computer/IT/Telecommunication Equipment/Supply
158566 0041 42510,1,"COMPUTER, DELL, OPTIPLEX 7060 MFF, 3CQ2FW2",$50.00,9/22/2023,CPU,Computer/IT/Telecommunication Equipment/Supply
158566 0056 42510,1,"COMPUTER, DELL, OPTIPLEX 7060 MFF, 3CR1FW2",$50.00,9/22/2023,CPU,Computer/IT/Telecommunication Equipment/Supply
158566 0050 42510,1,"COMPUTER, DELL, OPTIPLEX 7060 MFF, 3CS2FW2",$50.00,9/22/2023,CPU,Computer/IT/Telecommunication Equipment/Supply
158566 0029 42510,1,"COMPUTER, DELL, OPTIPLEX 7060 MFF, 3CS3FW2",$50.00,9/22/2023,CPU,Computer/IT/Telecommunication Equipment/Supply
158566 0049 42510,1,"COMPUTER, DELL, OPTIPLEX 7060 MFF, 3CS4FW2",$50.00,9/22/2023,CPU,Computer/IT/Telecommunication Equipment/Supply
158566 0052 42510,1,"COMPUTER, DELL, OPTIPLEX 7060 MFF, 3XB5DV2",$50.00,9/22/2023,CPU,Computer/IT/Telecommunication Equipment/Supply
158512 0021 42491,1,"COMPUTER, DELL, OPTIPLEX 7060 MFF, 3XZ5DV2",$50.00,9/18/2023,CPU,Computer/IT/Telecommunication Equipment/Supply
158566 0040 42510,1,"COMPUTER, DELL, OPTIPLEX 7060 MFF, 6JJMDW2",$50.00,9/22/2023,CPU,Computer/IT/Telecommunication Equipment/Supply
158566 0045 42510,1,"COMPUTER, DELL, OPTIPLEX 7060 MFF, 77YBZV2",$50.00,9/22/2023,CPU,Computer/IT/Telecommunication Equipment/Supply
158566 0031 42510,1,"COMPUTER, DELL, OPTIPLEX 7060 MFF, 789BZV2",$50.00,9/22/2023,CPU,Computer/IT/Telecommunication Equipment/Supply
158566 0025 42510,1,"COMPUTER, DELL, OPTIPLEX 7060 MFF, 78GDZV2",$50.00,9/22/2023,CPU,Computer/IT/Telecommunication Equipment/Supply
158566 0027 42510,1,"COMPUTER, DELL, OPTIPLEX 7060 MFF, FKG5FW2",$50.00,9/22/2023,CPU,Computer/IT/Telecommunication Equipment/Supply
158566 0055 42510,1,"COMPUTER, DELL, OPTIPLEX 7060 MFF, FKL37X2",$50.00,9/22/2023,CPU,Computer/IT/Telecommunication Equipment/Supply
158566 0034 42510,1,"COMPUTER, DELL, OPTIPLEX 7060 MFF, FKM27X2",$50.00,9/22/2023,CPU,Computer/IT/Telecommunication Equipment/Supply
158566 0048 42510,1,"COMPUTER, DELL, OPTIPLEX 7060 MFF, FKN27X2",$50.00,9/22/2023,CPU,Computer/IT/Telecommunication Equipment/Supply
158512 0024 42491,1,"COMPUTER, DELL, OPTIPLEX 7060 SFF, DD81JV2",$50.00,9/18/2023,CPU,Computer/IT/Telecommunication Equipment/Supply
158264 0013 42414,1,"COMPUTER, DELL, OPTIPLEX 7060 SFF, GJCR7X2",$50.00,null,CPU,Computer/IT/Telecommunication Equipment/Supply
157514 0018 42125,1,"COMPUTER, DELL, OPTIPLEX 7060 SFF, GJDL7X2",$100.00,null,CPU,Computer/IT/Telecommunication Equipment/Supply
158180 0060 42362,1,"COMPUTER, DELL, OPTIPLEX 7060, 2GN2FX2",$50.00,null,CPU,Computer/IT/Telecommunication Equipment/Supply
158180 0061 42362,1,"COMPUTER, DELL, OPTIPLEX 7060, 2GWZDX2",$50.00,null,CPU,Computer/IT/Telecommunication Equipment/Supply
158180 0062 42362,1,"COMPUTER, DELL, OPTIPLEX 7060, 35C4FW2",$50.00,null,CPU,Computer/IT/Telecommunication Equipment/Supply
158180 0065 42362,1,"COMPUTER, DELL, OPTIPLEX 7060, 3XM2DV2",$50.00,null,CPU,Computer/IT/Telecommunication Equipment/Supply
158180 0063 42362,1,"COMPUTER, DELL, OPTIPLEX 7060, 3XN5DV2",$50.00,null,CPU,Computer/IT/Telecommunication Equipment/Supply
158180 0058 42362,1,"COMPUTER, DELL, OPTIPLEX 7060, 3XS0DV2",$50.00,null,CPU,Computer/IT/Telecommunication Equipment/Supply
158180 0056 42362,1,"COMPUTER, DELL, OPTIPLEX 7060, 3XY0DV2",$50.00,null,CPU,Computer/IT/Telecommunication Equipment/Supply
158180 0054 42362,1,"COMPUTER, DELL, OPTIPLEX 7060, 3Y22DV2",$50.00,null,CPU,Computer/IT/Telecommunication Equipment/Supply
158180 0055 42362,1,"COMPUTER, DELL, OPTIPLEX 7060, 735BZV2",$50.00,null,CPU,Computer/IT/Telecommunication Equipment/Supply
157851 0030 42245,1,"COMPUTER, DELL, OPTIPLEX 7060, 73HBZV2",$50.00,null,CPU,Computer/IT/Telecommunication Equipment/Supply
158180 0059 42362,1,"COMPUTER, DELL, OPTIPLEX 7060, 78BFZV2",$50.00,null,CPU,Computer/IT/Telecommunication Equipment/Supply
158180 0064 42362,1,"COMPUTER, DELL, OPTIPLEX 7060, 78NGZV2",$50.00,null,CPU,Computer/IT/Telecommunication Equipment/Supply
158180 0057 42362,1,"COMPUTER, DELL, OPTIPLEX 7060, 9ZCPZV2",$50.00,null,CPU,Computer/IT/Telecommunication Equipment/Supply
158180 0067 42362,1,"COMPUTER, DELL, OPTIPLEX 7060, DD62JV2",$50.00,null,CPU,Computer/IT/Telecommunication Equipment/Supply
158180 0066 42362,1,"COMPUTER, DELL, OPTIPLEX 7060, J2Q5FW2",$50.00,null,CPU,Computer/IT/Telecommunication Equipment/Supply
158264 0015 42414,1,"COMPUTER, DELL, OPTIPLEX 7070 MFF, 4J1L333",$100.00,null,CPU,Computer/IT/Telecommunication Equipment/Supply
158512 0025 42491,1,"COMPUTER, DELL, OPTIPLEX 7070 MFF, 4XFL4Z2",$100.00,9/18/2023,CPU,Computer/IT/Telecommunication Equipment/Supply
158264 0018 42414,1,"COMPUTER, DELL, OPTIPLEX 7070 MFF, 7LK5BZ2",$100.00,null,CPU,Computer/IT/Telecommunication Equipment/Supply
158512 0029 42491,1,"COMPUTER, DELL, OPTIPLEX 7070 MFF, 7LK9BZ2",$100.00,9/18/2023,CPU,Computer/IT/Telecommunication Equipment/Supply
158566 0058 42510,1,"COMPUTER, DELL, OPTIPLEX 7070 MFF, BPPJPY2",$100.00,9/22/2023,CPU,Computer/IT/Telecommunication Equipment/Supply
158512 0030 42491,1,"COMPUTER, DELL, OPTIPLEX 7070 MFF, BPSHPY2",$100.00,9/18/2023,CPU,Computer/IT/Telecommunication Equipment/Supply
158566 0059 42510,1,"COMPUTER, DELL, OPTIPLEX 7070 MFF, BPW04Z2",$100.00,9/22/2023,CPU,Computer/IT/Telecommunication Equipment/Supply
158264 0014 42414,1,"COMPUTER, DELL, OPTIPLEX 7070 MFF, BPWMPY2",$100.00,null,CPU,Computer/IT/Telecommunication Equipment/Supply
158512 0028 42491,1,"COMPUTER, DELL, OPTIPLEX 7070 MFF, DNWLNY2",$100.00,9/18/2023,CPU,Computer/IT/Telecommunication Equipment/Supply
158512 0027 42491,1,"COMPUTER, DELL, OPTIPLEX 7070 MFF, F9X14Z2",$100.00,9/18/2023,CPU,Computer/IT/Telecommunication Equipment/Supply
158512 0026 42491,1,"COMPUTER, DELL, OPTIPLEX 7070 MFF, FT3CH03",$100.00,9/18/2023,CPU,Computer/IT/Telecommunication Equipment/Supply
158180 0070 42362,1,"COMPUTER, DELL, OPTIPLEX 7070, 4VV3H13",$100.00,null,CPU,Computer/IT/Telecommunication Equipment/Supply
158180 0072 42362,1,"COMPUTER, DELL, OPTIPLEX 7070, 7F04BZ2",$100.00,null,CPU,Computer/IT/Telecommunication Equipment/Supply
158180 0069 42362,1,"COMPUTER, DELL, OPTIPLEX 7070, BPS04Z2",$100.00,null,CPU,Computer/IT/Telecommunication Equipment/Supply
158180 0071 42362,1,"COMPUTER, DELL, OPTIPLEX 7070, BPW24Z2",$100.00,null,CPU,Computer/IT/Telecommunication Equipment/Supply
156696 0002 42310,1,"COMPUTER, DELL, PRECISION 5810, CK49FB2",$50.00,9/22/2023,CPU,Computer/IT/Telecommunication Equipment/Supply
157731 0002 42210,1,"COMPUTER, DELL, TOWER, HZW2KB2",$100.00,null,CPU,Computer/IT/Telecommunication Equipment/Supply
157731 0004 42210,1,"COMPUTER, DELL, TOWER, HZWWJB2",$100.00,null,CPU,Computer/IT/Telecommunication Equipment/Supply
156946 0054 42028,1,"COMPUTER, DESKTOP, GFJBC52",$100.00,null,CPU,Computer/IT/Telecommunication Equipment/Supply
156946 0026 42028,1,"COMPUTER, DESKTOP, GTROMN2",$100.00,null,CPU,Computer/IT/Telecommunication Equipment/Supply
158194 0001 42362,1,"COMPUTER, HP, 800G3 SFF, MXL8121Q51",$50.00,null,CPU,Computer/IT/Telecommunication Equipment/Supply
158194 0003 42362,1,"COMPUTER, HP, 800G3 SFF, MXL8121Q5F",$50.00,null,CPU,Computer/IT/Telecommunication Equipment/Supply
156479 0005 42056,1,"COMPUTER, HP, ELITEDESK",$50.00,null,CPU,Computer/IT/Telecommunication Equipment/Supply
157723 0064 42206,1,"COMPUTER, HP, ELITEDESK 800 G2 DM 35W, MXL62113S3",$50.00,null,CPU,Computer/IT/Telecommunication Equipment/Supply
157723 0063 42206,1,"COMPUTER, HP, ELITEDESK 800 G2 DM 35W, MXL62327KW",$50.00,null,CPU,Computer/IT/Telecommunication Equipment/Supply
156249 0015 41848,1,"COMPUTER, HP, ELITEDESK 800 G2 DM, 2UA633264T",$50.00,null,CPU,Computer/IT/Telecommunication Equipment/Supply
156249 0024 41848,1,"COMPUTER, HP, ELITEDESK 800 G2 DM, 2UA7042IKP",$100.00,null,CPU,Computer/IT/Telecommunication Equipment/Supply
156249 0075 41848,1,"COMPUTER, HP, ELITEDESK 800 G2 DM, MXL6141WFZ",$50.00,null,CPU,Computer/IT/Telecommunication Equipment/Supply
156249 0025 41848,1,"COMPUTER, HP, ELITEDESK 800 G2 DM, MXL7201BF4",$100.00,null,CPU,Computer/IT/Telecommunication Equipment/Supply
156249 0033 41848,1,"COMPUTER, HP, ELITEDESK 800 G2 MINI, 2UA63828ZR",$50.00,null,CPU,Computer/IT/Telecommunication Equipment/Supply
156249 0035 41848,1,"COMPUTER, HP, ELITEDESK 800 G2 MINI, 2UA64828G0",$50.00,null,CPU,Computer/IT/Telecommunication Equipment/Supply
156249 0036 41848,1,"COMPUTER, HP, ELITEDESK 800 G2 MINI, 2UA65213TF",$50.00,null,CPU,Computer/IT/Telecommunication Equipment/Supply
157514 0068 42125,1,"COMPUTER, HP, ELITEDESK 800 G2 MINI, 2UA7101KGS",$50.00,null,CPU,Computer/IT/Telecommunication Equipment/Supply
157514 0069 42125,1,"COMPUTER, HP, ELITEDESK 800 G2 MINI, 2UA71125MX",$50.00,null,CPU,Computer/IT/Telecommunication Equipment/Supply
156249 0031 41848,1,"COMPUTER, HP, ELITEDESK 800 G2 MINI, 8CG81416WZ",$50.00,null,CPU,Computer/IT/Telecommunication Equipment/Supply
156249 0032 41848,1,"COMPUTER, HP, ELITEDESK 800 G2 MINI, MXL6141WFL",$50.00,null,CPU,Computer/IT/Telecommunication Equipment/Supply
157723 0065 42206,1,"COMPUTER, HP, ELITEDESK 800 G2 MINI, MXL62327L0",$50.00,null,CPU,Computer/IT/Telecommunication Equipment/Supply
157235 0049 42096,1,"COMPUTER, HP, ELITEDESK 800 G2 MINI, MXL7163DBQ",$50.00,null,CPU,Computer/IT/Telecommunication Equipment/Supply
157514 0072 42125,1,"COMPUTER, HP, ELITEDESK 800 G2 MINI, MXL72022ZT",$50.00,null,CPU,Computer/IT/Telecommunication Equipment/Supply
157235 0050 42096,1,"COMPUTER, HP, ELITEDESK 800 G2 SFF, MXL6071PFH",$50.00,null,CPU,Computer/IT/Telecommunication Equipment/Supply
157514 0077 42125,1,"COMPUTER, HP, ELITEDESK 800 G2 SFF, MXL6252DQP",$50.00,null,CPU,Computer/IT/Telecommunication Equipment/Supply
157235 0053 42096,1,"COMPUTER, HP, ELITEDESK 800 G2 SFF, MXL6292X0F",$50.00,null,CPU,Computer/IT/Telecommunication Equipment/Supply
157235 0052 42096,1,"COMPUTER, HP, ELITEDESK 800 G2 SFF, MXL6292X0Q",$50.00,null,CPU,Computer/IT/Telecommunication Equipment/Supply
157514 0076 42125,1,"COMPUTER, HP, ELITEDESK 800 G2 SFF, MXL6292X0R",$50.00,null,CPU,Computer/IT/Telecommunication Equipment/Supply
157235 0051 42096,1,"COMPUTER, HP, ELITEDESK 800 G2 SFF, MXL6292XOV",$50.00,null,CPU,Computer/IT/Telecommunication Equipment/Supply
157514 0074 42125,1,"COMPUTER, HP, ELITEDESK 800 G2 SFF, MXL7150W8W",$50.00,null,CPU,Computer/IT/Telecommunication Equipment/Supply
157514 0075 42125,1,"COMPUTER, HP, ELITEDESK 800 G2 SFF, MXL7150W9B",$50.00,null,CPU,Computer/IT/Telecommunication Equipment/Supply
157514 0079 42125,1,"COMPUTER, HP, ELITEDESK 800 G2 SFF, MXL71627JM",$50.00,null,CPU,Computer/IT/Telecommunication Equipment/Supply
157514 0080 42125,1,"COMPUTER, HP, ELITEDESK 800 G2 TWR, MXL6231SCZ",$50.00,null,CPU,Computer/IT/Telecommunication Equipment/Supply
158264 0042 42414,1,"COMPUTER, HP, ELITEDESK 800 G2 TWR, MXL7061S65",$80.00,null,CPU,Computer/IT/Telecommunication Equipment/Supply
158066 0079 42332,1,"COMPUTER, HP, ELITEDESK 800 G2 TWR, MXL7122M89",$50.00,null,CPU,Computer/IT/Telecommunication Equipment/Supply
158512 0077 42491,1,"COMPUTER, HP, ELITEDESK 800 G3 DM 65W, 8CG7270319",$50.00,9/18/2023,CPU,Computer/IT/Telecommunication Equipment/Supply
158398 0042 42450,1,"COMPUTER, HP, ELITEDESK 800 G3 DM 65W, 8CG8021WZC",$50.00,null,CPU,Computer/IT/Telecommunication Equipment/Supply
158264 0048 42414,1,"COMPUTER, HP, ELITEDESK 800 G3 DM, 8CG7501LJK",$50.00,null,CPU,Computer/IT/Telecommunication Equipment/Supply
157851 0072 42245,1,"COMPUTER, HP, ELITEDESK 800 G3 MINI, 8CG7261H42",$50.00,null,CPU,Computer/IT/Telecommunication Equipment/Supply
157851 0073 42245,1,"COMPUTER, HP, ELITEDESK 800 G3 MINI, 8CG7261H4R",$50.00,null,CPU,Computer/IT/Telecommunication Equipment/Supply
158180 0126 42362,1,"COMPUTER, HP, ELITEDESK 800 G3 MINI, 8CG72702WB",$50.00,null,CPU,Computer/IT/Telecommunication Equipment/Supply
157723 0069 42206,1,"COMPUTER, HP, ELITEDESK 800 G3 MINI, 8CG72702X4",$50.00,null,CPU,Computer/IT/Telecommunication Equipment/Supply
157601 0053 42156,1,"COMPUTER, HP, ELITEDESK 800 G3 MINI, 8CG72702XD",$50.00,null,CPU,Computer/IT/Telecommunication Equipment/Supply
157235 0059 42096,1,"COMPUTER, HP, ELITEDESK 800 G3 MINI, 8CG7312BJY",$50.00,null,CPU,Computer/IT/Telecommunication Equipment/Supply
157235 0055 42096,1,"COMPUTER, HP, ELITEDESK 800 G3 MINI, 8CG7312BKD",$50.00,null,CPU,Computer/IT/Telecommunication Equipment/Supply
157235 0057 42096,1,"COMPUTER, HP, ELITEDESK 800 G3 MINI, 8CG7312BKF",$50.00,null,CPU,Computer/IT/Telecommunication Equipment/Supply
157851 0076 42245,1,"COMPUTER, HP, ELITEDESK 800 G3 MINI, 8CG73502QX",$50.00,null,CPU,Computer/IT/Telecommunication Equipment/Supply
158398 0055 42450,1,"COMPUTER, HP, ELITEDESK 800 G3 MINI, 8CG73502R4",$50.00,null,CPU,Computer/IT/Telecommunication Equipment/Supply
158566 0085 42510,1,"COMPUTER, HP, ELITEDESK 800 G3 MINI, 8CG73502RS",$50.00,9/22/2023,CPU,Computer/IT/Telecommunication Equipment/Supply
157514 0085 42125,1,"COMPUTER, HP, ELITEDESK 800 G3 MINI, 8CG7375VH7",$50.00,null,CPU,Computer/IT/Telecommunication Equipment/Supply
158180 0120 42362,1,"COMPUTER, HP, ELITEDESK 800 G3 MINI, 8CG7375VH8",$50.00,null,CPU,Computer/IT/Telecommunication Equipment/Supply
158398 0059 42450,1,"COMPUTER, HP, ELITEDESK 800 G3 MINI, 8CG7375VHK",$50.00,null,CPU,Computer/IT/Telecommunication Equipment/Supply
158398 0053 42450,1,"COMPUTER, HP, ELITEDESK 800 G3 MINI, 8CG73854JJ",$50.00,null,CPU,Computer/IT/Telecommunication Equipment/Supply
157851 0070 42245,1,"COMPUTER, HP, ELITEDESK 800 G3 MINI, 8CG73854KT",$50.00,null,CPU,Computer/IT/Telecommunication Equipment/Supply
158066 0080 42332,1,"COMPUTER, HP, ELITEDESK 800 G3 MINI, 8CG7402NPQ",$50.00,null,CPU,Computer/IT/Telecommunication Equipment/Supply
157601 0056 42156,1,"COMPUTER, HP, ELITEDESK 800 G3 MINI, 8CG7402NPT",$50.00,null,CPU,Computer/IT/Telecommunication Equipment/Supply
157723 0067 42206,1,"COMPUTER, HP, ELITEDESK 800 G3 MINI, 8CG7412HPT",$50.00,null,CPU,Computer/IT/Telecommunication Equipment/Supply
